sample_id,lake,date,depth,replicate,parameter,value,Flag
SSB_2020-07-28_7_C,SSB,7/28/20,7,C,CH4_TCD,43866,0
SSB_2020-07-28_7_A,SSB,7/28/20,7,A,CO2_TCD,19572,0
SSB_2020-07-28_7_B,SSB,7/28/20,7,B,CO2_TCD,20148,0
SSB_2020-07-28_7_C,SSB,7/28/20,7,C,CO2_TCD,20006,0
SSB_2020-07-28_7_A,SSB,7/28/20,7,A,N2O_ECD,0,0
SSB_2020-07-28_7_B,SSB,7/28/20,7,B,N2O_ECD,0,0
SSB_2020-07-28_7_C,SSB,7/28/20,7,C,N2O_ECD,0,0
SSB_2020-07-28_Air_2,SSB,7/28/20,Air,2,CH4_FID,60,1
SSB_2020-07-28_Air_3,SSB,7/28/20,Air,3,CH4_FID,5,1
SSB_2020-07-28_Air_1,SSB,7/28/20,Air,1,CH4_TCD,1033,1
SSB_2020-07-28_Air_1,SSB,7/28/20,Air,1,CO2_FID,853,1
SSB_2020-07-28_Air_2,SSB,7/28/20,Air,2,CO2_FID,380,1
SSB_2020-07-28_Air_3,SSB,7/28/20,Air,3,CO2_FID,341,1
SSB_2020-07-28_Air_1,SSB,7/28/20,Air,1,N2O_ECD,0,0
SSB_2020-07-28_Air_2,SSB,7/28/20,Air,2,N2O_ECD,0,0
SSB_2020-07-28_Air_3,SSB,7/28/20,Air,3,N2O_ECD,0,0
SSB_2020-10-07_0_A,SSB,10/7/20,0,A,CH4_FID,711,0
SSB_2020-10-07_0_B,SSB,10/7/20,0,B,CH4_FID,687,0
SSB_2020-10-07_0_C,SSB,10/7/20,0,C,CH4_FID,599,0
SSB_2020-10-07_0_A,SSB,10/7/20,0,A,CO2_TCD,4927,0
SSB_2020-10-07_0_B,SSB,10/7/20,0,B,CO2_TCD,5069,0
SSB_2020-10-07_0_C,SSB,10/7/20,0,C,CO2_TCD,4910,0
SSB_2020-10-07_0_A,SSB,10/7/20,0,A,N2O_ECD,0,0
SSB_2020-10-07_0_B,SSB,10/7/20,0,B,N2O_ECD,0,0
SSB_2020-10-07_0_C,SSB,10/7/20,0,C,N2O_ECD,0,0
SSB_2020-10-07_3_A,SSB,10/7/20,3,A,CH4_TCD,17726,0
SSB_2020-10-07_3_B,SSB,10/7/20,3,B,CH4_TCD,17447,0
SSB_2020-10-07_3_C,SSB,10/7/20,3,C,CH4_TCD,17268,0
SSB_2020-10-07_3_A,SSB,10/7/20,3,A,CO2_TCD,14731,0
SSB_2020-10-07_3_B,SSB,10/7/20,3,B,CO2_TCD,14643,0
SSB_2020-10-07_3_C,SSB,10/7/20,3,C,CO2_TCD,14346,0
SSB_2020-10-07_3_A,SSB,10/7/20,3,A,N2O_ECD,0,0
SSB_2020-10-07_3_B,SSB,10/7/20,3,B,N2O_ECD,0,0
SSB_2020-10-07_3_C,SSB,10/7/20,3,C,N2O_ECD,0,0
SSB_2020-10-07_5_A,SSB,10/7/20,5,A,CH4_TCD,24569,1
SSB_2020-10-07_5_B,SSB,10/7/20,5,B,CH4_TCD,24875,1
SSB_2020-10-07_5_C,SSB,10/7/20,5,C,CH4_TCD,14981,1
SSB_2020-10-07_5_A,SSB,10/7/20,5,A,CO2_TCD,14923,1
SSB_2020-10-07_5_B,SSB,10/7/20,5,B,CO2_TCD,14862,1
SSB_2020-10-07_5_C,SSB,10/7/20,5,C,CO2_TCD,9587,1
SSB_2020-10-07_5_A,SSB,10/7/20,5,A,N2O_ECD,0,0
SSB_2020-10-07_5_B,SSB,10/7/20,5,B,N2O_ECD,0,0
SSB_2020-10-07_5_C,SSB,10/7/20,5,C,N2O_ECD,0,0
SSB_2020-10-07_7_A,SSB,10/7/20,7,A,CH4_TCD,49001,0
SSB_2020-10-07_7_B,SSB,10/7/20,7,B,CH4_TCD,47037,0
SSB_2020-10-07_7_C,SSB,10/7/20,7,C,CH4_TCD,48013,0
SSB_2020-10-07_7_A,SSB,10/7/20,7,A,CO2_TCD,19796,0
SSB_2020-10-07_7_B,SSB,10/7/20,7,B,CO2_TCD,19730,0
SSB_2020-10-07_7_C,SSB,10/7/20,7,C,CO2_TCD,19957,0
SSB_2020-10-07_7_A,SSB,10/7/20,7,A,N2O_ECD,0,0
SSB_2020-10-07_7_B,SSB,10/7/20,7,B,N2O_ECD,0,0
SSB_2020-10-07_7_C,SSB,10/7/20,7,C,N2O_ECD,0,0
SSB_2020-10-07_Air_1,SSB,10/7/20,Air,1,CH4_FID,157,1
SSB_2020-10-07_Air_2,SSB,10/7/20,Air,2,CH4_FID,45,1
SSB_2020-10-07_Air_3,SSB,10/7/20,Air,3,CH4_FID,21,1
SSB_2020-10-07_Air_1,SSB,10/7/20,Air,1,CO2_FID,394,0
SSB_2020-10-07_Air_2,SSB,10/7/20,Air,2,CO2_FID,363,0
SSB_2020-10-07_Air_3,SSB,10/7/20,Air,3,CO2_FID,346,0
SSB_2020-10-07_Air_1,SSB,10/7/20,Air,1,N2O_ECD,0,0
SSB_2020-10-07_Air_2,SSB,10/7/20,Air,2,N2O_ECD,0,0
SSB_2020-10-07_Air_3,SSB,10/7/20,Air,3,N2O_ECD,0,0
SSB_2020-10-30_0_A,SSB,10/30/20,0,A,CH4_TCD,3889,0
SSB_2020-10-30_0_B,SSB,10/30/20,0,B,CH4_TCD,3798,0
SSB_2020-10-30_0_C,SSB,10/30/20,0,C,CH4_TCD,3721,0
SSB_2020-10-30_0_A,SSB,10/30/20,0,A,CO2_TCD,7054,0
SSB_2020-10-30_0_B,SSB,10/30/20,0,B,CO2_TCD,7022,0
SSB_2020-10-30_0_C,SSB,10/30/20,0,C,CO2_TCD,6984,0
SSB_2020-10-30_0_A,SSB,10/30/20,0,A,N2O_ECD,-1,0
SSB_2020-10-30_0_B,SSB,10/30/20,0,B,N2O_ECD,-1,0
SSB_2020-10-30_0_C,SSB,10/30/20,0,C,N2O_ECD,0,0
SSB_2020-10-30_3_A,SSB,10/30/20,3,A,CH4_TCD,3407,0
SSB_2020-10-30_3_B,SSB,10/30/20,3,B,CH4_TCD,3722,0
SSB_2020-10-30_3_C,SSB,10/30/20,3,C,CH4_TCD,4136,0
SSB_2020-10-30_3_A,SSB,10/30/20,3,A,CO2_TCD,7243,0
SSB_2020-10-30_3_B,SSB,10/30/20,3,B,CO2_TCD,7382,0
SSB_2020-10-30_3_C,SSB,10/30/20,3,C,CO2_TCD,7312,0
SSB_2020-10-30_3_A,SSB,10/30/20,3,A,N2O_ECD,0,0
SSB_2020-10-30_3_B,SSB,10/30/20,3,B,N2O_ECD,-1,0
SSB_2020-10-30_3_C,SSB,10/30/20,3,C,N2O_ECD,-1,0
SSB_2020-10-30_5_A,SSB,10/30/20,5,A,CH4_TCD,3886,0
SSB_2020-10-30_5_B,SSB,10/30/20,5,B,CH4_TCD,3770,0
SSB_2020-10-30_5_C,SSB,10/30/20,5,C,CH4_TCD,4044,0
SSB_2020-10-30_5_A,SSB,10/30/20,5,A,CO2_TCD,7221,0
SSB_2020-10-30_5_B,SSB,10/30/20,5,B,CO2_TCD,7117,0
SSB_2020-10-30_5_C,SSB,10/30/20,5,C,CO2_TCD,7260,0
SSB_2020-10-30_5_A,SSB,10/30/20,5,A,N2O_ECD,-1,0
SSB_2020-10-30_5_B,SSB,10/30/20,5,B,N2O_ECD,-1,0
SSB_2020-10-30_5_C,SSB,10/30/20,5,C,N2O_ECD,-1,0
SSB_2020-10-30_7_A,SSB,10/30/20,7,A,CH4_TCD,3560,0
SSB_2020-10-30_7_B,SSB,10/30/20,7,B,CH4_TCD,3812,0
SSB_2020-10-30_7_C,SSB,10/30/20,7,C,CH4_TCD,3975,0
SSB_2020-10-30_7_A,SSB,10/30/20,7,A,CO2_TCD,7045,0
SSB_2020-10-30_7_B,SSB,10/30/20,7,B,CO2_TCD,7150,0
SSB_2020-10-30_7_C,SSB,10/30/20,7,C,CO2_TCD,7269,0
SSB_2020-10-30_7_A,SSB,10/30/20,7,A,N2O_ECD,-1,0
SSB_2020-10-30_7_B,SSB,10/30/20,7,B,N2O_ECD,-1,0
SSB_2020-10-30_7_C,SSB,10/30/20,7,C,N2O_ECD,0,0
SSB_2020-10-30_Air_1,SSB,10/30/20,Air,1,CH4_FID,15,1
SSB_2020-10-30_Air_2,SSB,10/30/20,Air,2,CH4_FID,6,1
SSB_2020-10-30_Air_3,SSB,10/30/20,Air,3,CH4_FID,4,1
SSB_2020-10-30_Air_1,SSB,10/30/20,Air,1,CO2_FID,361,0
SSB_2020-10-30_Air_2,SSB,10/30/20,Air,2,CO2_FID,348,0
SSB_2020-10-30_Air_3,SSB,10/30/20,Air,3,CO2_FID,343,0
SSB_2020-10-30_Air_1,SSB,10/30/20,Air,1,N2O_ECD,0,0
SSB_2020-10-30_Air_2,SSB,10/30/20,Air,2,N2O_ECD,0,0
SSB_2020-10-30_Air_3,SSB,10/30/20,Air,3,N2O_ECD,0,0
SSB_2021-01-13_0_A,SSB,1/13/21,0,A,CH4_FID,518,1
SSB_2021-01-13_0_B,SSB,1/13/21,0,B,CH4_FID,671,1
SSB_2021-01-13_0_C,SSB,1/13/21,0,C,CH4_FID,74,1
SSB_2021-01-13_0_A,SSB,1/13/21,0,A,CO2_TCD,6051,0
SSB_2021-01-13_0_B,SSB,1/13/21,0,B,CO2_TCD,6551,0
SSB_2021-01-13_0_C,SSB,1/13/21,0,C,CO2_TCD,6822,0
SSB_2021-01-13_0_A,SSB,1/13/21,0,A,N2O_ECD,0,0
SSB_2021-01-13_0_B,SSB,1/13/21,0,B,N2O_ECD,-1,0
SSB_2021-01-13_0_C,SSB,1/13/21,0,C,N2O_ECD,-1,0
SSB_2021-01-13_3_A,SSB,1/13/21,3,A,CH4_TCD,1849,0
SSB_2021-01-13_3_B,SSB,1/13/21,3,B,CH4_TCD,2110,0
SSB_2021-01-13_3_C,SSB,1/13/21,3,C,CH4_TCD,1922,0
SSB_2021-01-13_3_A,SSB,1/13/21,3,A,CO2_TCD,7173,0
SSB_2021-01-13_3_B,SSB,1/13/21,3,B,CO2_TCD,7320,0
SSB_2021-01-13_3_C,SSB,1/13/21,3,C,CO2_TCD,6848,0
SSB_2021-01-13_3_A,SSB,1/13/21,3,A,N2O_ECD,0,0
SSB_2021-01-13_3_B,SSB,1/13/21,3,B,N2O_ECD,-1,0
SSB_2021-01-13_3_C,SSB,1/13/21,3,C,N2O_ECD,-1,0
SSB_2021-01-13_5_A,SSB,1/13/21,5,A,CH4_TCD,3791,0
SSB_2021-01-13_5_B,SSB,1/13/21,5,B,CH4_TCD,3854,0
SSB_2021-01-13_5_C,SSB,1/13/21,5,C,CH4_TCD,4079,0
SSB_2021-01-13_5_A,SSB,1/13/21,5,A,CO2_TCD,7552,0
SSB_2021-01-13_5_B,SSB,1/13/21,5,B,CO2_TCD,7519,0
SSB_2021-01-13_5_C,SSB,1/13/21,5,C,CO2_TCD,7717,0
SSB_2021-01-13_5_A,SSB,1/13/21,5,A,N2O_ECD,-1,0
SSB_2021-01-13_5_B,SSB,1/13/21,5,B,N2O_ECD,0,0
SSB_2021-01-13_5_C,SSB,1/13/21,5,C,N2O_ECD,0,0
SSB_2021-01-13_7_A,SSB,1/13/21,7,A,CH4_TCD,7712,1
SSB_2021-01-13_7_B,SSB,1/13/21,7,B,CH4_TCD,8317,1
SSB_2021-01-13_7_C,SSB,1/13/21,7,C,CH4_TCD,10584,1
SSB_2021-01-13_7_A,SSB,1/13/21,7,A,CO2_TCD,8838,0
SSB_2021-01-13_7_B,SSB,1/13/21,7,B,CO2_TCD,8592,0
SSB_2021-01-13_7_C,SSB,1/13/21,7,C,CO2_TCD,9003,0
SSB_2021-01-13_7_A,SSB,1/13/21,7,A,N2O_ECD,0,0
SSB_2021-01-13_7_B,SSB,1/13/21,7,B,N2O_ECD,-1,0
SSB_2021-01-13_7_C,SSB,1/13/21,7,C,N2O_ECD,-1,0
SSB_2021-01-13_Air_1,SSB,1/13/21,Air,1,CH4_FID,34,0
SSB_2021-01-13_Air_2,SSB,1/13/21,Air,2,CH4_FID,11,0
SSB_2021-01-13_Air_3,SSB,1/13/21,Air,3,CH4_FID,6,0
SSB_2021-01-13_Air_1,SSB,1/13/21,Air,1,CO2_FID,402,0
SSB_2021-01-13_Air_2,SSB,1/13/21,Air,2,CO2_FID,375,0
SSB_2021-01-13_Air_3,SSB,1/13/21,Air,3,CO2_FID,386,0
SSB_2021-01-13_Air_1,SSB,1/13/21,Air,1,N2O_ECD,0,0
SSB_2021-01-13_Air_2,SSB,1/13/21,Air,2,N2O_ECD,0,0
SSB_2021-01-13_Air_3,SSB,1/13/21,Air,3,N2O_ECD,0,0
TB_2020-05-04_0_A,TB,5/4/20,0,A,CH4_TCD,1894,0
TB_2020-05-04_0_B,TB,5/4/20,0,B,CH4_TCD,2014,0
TB_2020-05-04_0_C,TB,5/4/20,0,C,CH4_TCD,2054,0
TB_2020-05-04_0_A,TB,5/4/20,0,A,CO2_TCD,5674,0
TB_2020-05-04_0_B,TB,5/4/20,0,B,CO2_TCD,5872,0
TB_2020-05-04_0_C,TB,5/4/20,0,C,CO2_TCD,5611,0
TB_2020-05-04_0_A,TB,5/4/20,0,A,N2O_ECD,-1,0
TB_2020-05-04_0_B,TB,5/4/20,0,B,N2O_ECD,0,0
TB_2020-05-04_0_C,TB,5/4/20,0,C,N2O_ECD,-1,0
TB_2020-05-04_3_A,TB,5/4/20,3,A,CH4_TCD,3945,0
TB_2020-05-04_3_B,TB,5/4/20,3,B,CH4_TCD,4195,0
TB_2020-05-04_3_C,TB,5/4/20,3,C,CH4_TCD,3944,0
TB_2020-05-04_3_A,TB,5/4/20,3,A,CO2_TCD,7881,0
TB_2020-05-04_3_B,TB,5/4/20,3,B,CO2_TCD,7747,0
TB_2020-05-04_3_C,TB,5/4/20,3,C,CO2_TCD,7751,0
TB_2020-05-04_3_A,TB,5/4/20,3,A,N2O_ECD,-1,0
TB_2020-05-04_3_B,TB,5/4/20,3,B,N2O_ECD,-1,0
TB_2020-05-04_3_C,TB,5/4/20,3,C,N2O_ECD,-1,0
TB_2020-05-04_5_A,TB,5/4/20,5,A,CH4_TCD,4921,1
TB_2020-05-04_5_B,TB,5/4/20,5,B,CH4_TCD,4753,1
TB_2020-05-04_5_C,TB,5/4/20,5,C,CH4_TCD,1208,1
TB_2020-05-04_5_A,TB,5/4/20,5,A,CO2_TCD,8203,1
TB_2020-05-04_5_B,TB,5/4/20,5,B,CO2_TCD,8098,1
TB_2020-05-04_5_C,TB,5/4/20,5,C,CO2_TCD,2535,1
TB_2020-05-04_5_A,TB,5/4/20,5,A,N2O_ECD,-1,0
TB_2020-05-04_5_B,TB,5/4/20,5,B,N2O_ECD,-1,0
TB_2020-05-04_5_C,TB,5/4/20,5,C,N2O_ECD,-1,0
TB_2020-05-04_7_A,TB,5/4/20,7,A,CH4_TCD,10958,0
TB_2020-05-04_7_B,TB,5/4/20,7,B,CH4_TCD,10952,0
TB_2020-05-04_7_C,TB,5/4/20,7,C,CH4_TCD,9456,0
TB_2020-05-04_7_A,TB,5/4/20,7,A,CO2_TCD,10063,0
TB_2020-05-04_7_B,TB,5/4/20,7,B,CO2_TCD,10139,0
TB_2020-05-04_7_C,TB,5/4/20,7,C,CO2_TCD,9743,0
TB_2020-05-04_7_A,TB,5/4/20,7,A,N2O_ECD,-1,0
TB_2020-05-04_7_B,TB,5/4/20,7,B,N2O_ECD,-1,0
TB_2020-05-04_7_C,TB,5/4/20,7,C,N2O_ECD,-1,0
TB_2020-05-04_Air_1,TB,5/4/20,Air,1,CH4_FID,34,1
TB_2020-05-04_Air_2,TB,5/4/20,Air,2,CH4_FID,12,1
TB_2020-05-04_Air_3,TB,5/4/20,Air,3,CH4_FID,7,1
TB_2020-05-04_Air_1,TB,5/4/20,Air,1,CO2_FID,373,0
TB_2020-05-04_Air_2,TB,5/4/20,Air,2,CO2_FID,353,0
TB_2020-05-04_Air_3,TB,5/4/20,Air,3,CO2_FID,356,0
TB_2020-05-04_Air_1,TB,5/4/20,Air,1,N2O_ECD,0,0
TB_2020-05-04_Air_2,TB,5/4/20,Air,2,N2O_ECD,0,0
TB_2020-05-04_Air_3,TB,5/4/20,Air,3,N2O_ECD,0,0
TB_2020-06-05_0_A,TB,6/5/20,0,A,CH4_FID,20,0
TB_2020-06-05_0_A,TB,6/5/20,0,A,CH4_FID,21,0
TB_2020-06-05_0_B,TB,6/5/20,0,B,CH4_FID,23,0
TB_2020-06-05_0_A,TB,6/5/20,0,A,CO2_TCD,1515,0
TB_2020-06-05_0_A,TB,6/5/20,0,A,CO2_TCD,1508,0
TB_2020-06-05_0_B,TB,6/5/20,0,B,CO2_TCD,1511,0
TB_2020-06-05_0_A,TB,6/5/20,0,A,N2O_ECD,0,0
TB_2020-06-05_0_A,TB,6/5/20,0,A,N2O_ECD,0,0
TB_2020-06-05_0_B,TB,6/5/20,0,B,N2O_ECD,0,0
TB_2020-06-05_3_A,TB,6/5/20,3,A,CH4_TCD,4939,0
TB_2020-06-05_3_B,TB,6/5/20,3,B,CH4_TCD,4689,0
TB_2020-06-05_3_C,TB,6/5/20,3,C,CH4_TCD,4759,0
TB_2020-06-05_3_A,TB,6/5/20,3,A,CO2_TCD,9479,0
TB_2020-06-05_3_B,TB,6/5/20,3,B,CO2_TCD,9459,0
TB_2020-06-05_3_C,TB,6/5/20,3,C,CO2_TCD,9525,0
TB_2020-06-05_3_A,TB,6/5/20,3,A,N2O_ECD,-1,0
TB_2020-06-05_3_B,TB,6/5/20,3,B,N2O_ECD,0,0
TB_2020-06-05_3_C,TB,6/5/20,3,C,N2O_ECD,-1,0
TB_2020-06-05_5_A,TB,6/5/20,5,A,CH4_TCD,6518,0
TB_2020-06-05_5_B,TB,6/5/20,5,B,CH4_TCD,6821,0
TB_2020-06-05_5_C,TB,6/5/20,5,C,CH4_TCD,6497,0
TB_2020-06-05_5_A,TB,6/5/20,5,A,CO2_TCD,9852,0
TB_2020-06-05_5_B,TB,6/5/20,5,B,CO2_TCD,9914,0
TB_2020-06-05_5_C,TB,6/5/20,5,C,CO2_TCD,9826,0
TB_2020-06-05_5_A,TB,6/5/20,5,A,N2O_ECD,-1,0
TB_2020-06-05_5_B,TB,6/5/20,5,B,N2O_ECD,-1,0
TB_2020-06-05_5_C,TB,6/5/20,5,C,N2O_ECD,-1,0
TB_2020-06-05_7_A,TB,6/5/20,7,A,CH4_TCD,14946,0
TB_2020-06-05_7_B,TB,6/5/20,7,B,CH4_TCD,14305,0
TB_2020-06-05_7_C,TB,6/5/20,7,C,CH4_TCD,13608,0
TB_2020-06-05_7_A,TB,6/5/20,7,A,CO2_TCD,13277,0
TB_2020-06-05_7_B,TB,6/5/20,7,B,CO2_TCD,13233,0
TB_2020-06-05_7_C,TB,6/5/20,7,C,CO2_TCD,13237,0
TB_2020-06-05_7_A,TB,6/5/20,7,A,N2O_ECD,-1,0
TB_2020-06-05_7_B,TB,6/5/20,7,B,N2O_ECD,-1,0
TB_2020-06-05_7_C,TB,6/5/20,7,C,N2O_ECD,-1,0
TB_2020-06-11_0_A,TB,6/11/20,0,A,CH4_FID,76,0
TB_2020-06-11_0_B,TB,6/11/20,0,B,CH4_FID,71,0
TB_2020-06-11_0_C,TB,6/11/20,0,C,CH4_FID,98,0
TB_2020-06-11_0_A,TB,6/11/20,0,A,CO2_TCD,2033,0
TB_2020-06-11_0_B,TB,6/11/20,0,B,CO2_TCD,2008,0
TB_2020-06-11_0_C,TB,6/11/20,0,C,CO2_TCD,1901,0
TB_2020-06-11_0_A,TB,6/11/20,0,A,N2O_ECD,-1,0
TB_2020-06-11_0_B,TB,6/11/20,0,B,N2O_ECD,-1,0
TB_2020-06-11_0_C,TB,6/11/20,0,C,N2O_ECD,0,0
TB_2020-06-11_3_A,TB,6/11/20,3,A,CH4_TCD,4558,0
TB_2020-06-11_3_B,TB,6/11/20,3,B,CH4_TCD,4610,0
TB_2020-06-11_3_C,TB,6/11/20,3,C,CH4_TCD,4943,0
TB_2020-06-11_3_A,TB,6/11/20,3,A,CO2_TCD,9277,0
TB_2020-06-11_3_B,TB,6/11/20,3,B,CO2_TCD,8820,0
TB_2020-06-11_3_C,TB,6/11/20,3,C,CO2_TCD,9449,0
TB_2020-06-11_3_A,TB,6/11/20,3,A,N2O_ECD,-1,0
TB_2020-06-11_3_B,TB,6/11/20,3,B,N2O_ECD,-1,0
TB_2020-06-11_3_C,TB,6/11/20,3,C,N2O_ECD,-1,0
TB_2020-06-11_5_A,TB,6/11/20,5,A,CH4_TCD,6539,0
TB_2020-06-11_5_B,TB,6/11/20,5,B,CH4_TCD,6144,0
TB_2020-06-11_5_C,TB,6/11/20,5,C,CH4_TCD,6554,0
TB_2020-06-11_5_A,TB,6/11/20,5,A,CO2_TCD,9601,0
TB_2020-06-11_5_B,TB,6/11/20,5,B,CO2_TCD,9496,0
TB_2020-06-11_5_C,TB,6/11/20,5,C,CO2_TCD,9544,0
TB_2020-06-11_5_A,TB,6/11/20,5,A,N2O_ECD,-1,0
TB_2020-06-11_5_B,TB,6/11/20,5,B,N2O_ECD,-1,0
TB_2020-06-11_5_C,TB,6/11/20,5,C,N2O_ECD,-1,0
TB_2020-06-11_7_A,TB,6/11/20,7,A,CH4_TCD,13461,0
TB_2020-06-11_7_B,TB,6/11/20,7,B,CH4_TCD,13080,0
TB_2020-06-11_7_C,TB,6/11/20,7,C,CH4_TCD,13669,0
TB_2020-06-11_7_A,TB,6/11/20,7,A,CO2_TCD,11989,0
TB_2020-06-11_7_B,TB,6/11/20,7,B,CO2_TCD,11732,0
TB_2020-06-11_7_C,TB,6/11/20,7,C,CO2_TCD,11899,0
TB_2020-06-11_7_A,TB,6/11/20,7,A,N2O_ECD,-1,0
TB_2020-06-11_7_B,TB,6/11/20,7,B,N2O_ECD,-1,0
TB_2020-06-11_7_C,TB,6/11/20,7,C,N2O_ECD,-1,0
TB_2020-06-11_Air_1,TB,6/11/20,Air,1,CH4_FID,36,1
TB_2020-06-11_Air_2,TB,6/11/20,Air,2,CH4_FID,3,1
TB_2020-06-11_Air_3,TB,6/11/20,Air,3,CH4_FID,227,1
TB_2020-06-11_Air_1,TB,6/11/20,Air,1,CO2_FID,411,0
TB_2020-06-11_Air_2,TB,6/11/20,Air,2,CO2_FID,351,0
TB_2020-06-11_Air_3,TB,6/11/20,Air,3,CO2_FID,590,0
TB_2020-06-11_Air_1,TB,6/11/20,Air,1,N2O_ECD,0,0
TB_2020-06-11_Air_2,TB,6/11/20,Air,2,N2O_ECD,0,0
TB_2020-06-11_Air_3,TB,6/11/20,Air,3,N2O_ECD,0,0
TB_2020-06-16_0_C,TB,6/16/20,0,C,CH4_FID,21,0
TB_2020-06-16_0_C,TB,6/16/20,0,C,CO2_TCD,1499,
TB_2020-06-16_0_C,TB,6/16/20,0,C,N2O_ECD,0,
TB_2020-06-18_0_A,TB,6/18/20,0,A,CH4_FID,19,0
TB_2020-06-18_0_B,TB,6/18/20,0,B,CH4_FID,21,0
TB_2020-06-18_0_A,TB,6/18/20,0,A,CO2_TCD,1479,
TB_2020-06-18_0_B,TB,6/18/20,0,B,CO2_TCD,1476,
TB_2020-06-18_0_A,TB,6/18/20,0,A,N2O_ECD,0,
TB_2020-06-18_0_B,TB,6/18/20,0,B,N2O_ECD,0,
TB_2020-06-18_3_A,TB,6/18/20,3,A,CH4_TCD,4975,
TB_2020-06-18_3_B,TB,6/18/20,3,B,CH4_TCD,5009,
TB_2020-06-18_3_C,TB,6/18/20,3,C,CH4_TCD,4566,
TB_2020-06-18_3_A,TB,6/18/20,3,A,CO2_TCD,10498,
TB_2020-06-18_3_B,TB,6/18/20,3,B,CO2_TCD,10284,
TB_2020-06-18_3_C,TB,6/18/20,3,C,CO2_TCD,10087,
TB_2020-06-18_3_A,TB,6/18/20,3,A,N2O_ECD,-1,
TB_2020-06-18_3_B,TB,6/18/20,3,B,N2O_ECD,-1,
TB_2020-06-18_3_C,TB,6/18/20,3,C,N2O_ECD,-1,
TB_2020-06-18_5_A,TB,6/18/20,5,A,CH4_TCD,5818,
TB_2020-06-18_5_B,TB,6/18/20,5,B,CH4_TCD,5929,
TB_2020-06-18_5_C,TB,6/18/20,5,C,CH4_TCD,5997,
TB_2020-06-18_5_A,TB,6/18/20,5,A,CO2_TCD,10305,
TB_2020-06-18_5_B,TB,6/18/20,5,B,CO2_TCD,10237,
TB_2020-06-18_5_C,TB,6/18/20,5,C,CO2_TCD,10311,
TB_2020-06-18_5_A,TB,6/18/20,5,A,N2O_ECD,-1,
TB_2020-06-18_5_B,TB,6/18/20,5,B,N2O_ECD,-1,
TB_2020-06-18_5_C,TB,6/18/20,5,C,N2O_ECD,-1,
TB_2020-06-18_7_A,TB,6/18/20,7,A,CH4_TCD,17333,
TB_2020-06-18_7_B,TB,6/18/20,7,B,CH4_TCD,16787,
TB_2020-06-18_7_C,TB,6/18/20,7,C,CH4_TCD,17494,
TB_2020-06-18_7_A,TB,6/18/20,7,A,CO2_TCD,14143,
TB_2020-06-18_7_B,TB,6/18/20,7,B,CO2_TCD,14399,
TB_2020-06-18_7_C,TB,6/18/20,7,C,CO2_TCD,14321,
TB_2020-06-18_7_A,TB,6/18/20,7,A,N2O_ECD,-1,
TB_2020-06-18_7_B,TB,6/18/20,7,B,N2O_ECD,-1,
TB_2020-06-18_7_C,TB,6/18/20,7,C,N2O_ECD,-1,
TB_2020-06-18_Air_1,TB,6/18/20,Air,1,CH4_FID,235,
TB_2020-06-18_Air_2,TB,6/18/20,Air,2,CH4_FID,7,
TB_2020-06-18_Air_3,TB,6/18/20,Air,3,CH4_FID,4,
TB_2020-06-18_Air_1,TB,6/18/20,Air,1,CO2_FID,569,
TB_2020-06-18_Air_2,TB,6/18/20,Air,2,CO2_FID,362,
TB_2020-06-18_Air_3,TB,6/18/20,Air,3,CO2_FID,356,
TB_2020-06-18_Air_1,TB,6/18/20,Air,1,N2O_ECD,0,
TB_2020-06-18_Air_2,TB,6/18/20,Air,2,N2O_ECD,0,
TB_2020-06-18_Air_3,TB,6/18/20,Air,3,N2O_ECD,-1,
TB_2020-06-24_0_A,TB,6/24/20,0,A,CH4_FID,55,0
TB_2020-06-24_0_B,TB,6/24/20,0,B,CH4_FID,49,0
TB_2020-06-24_0_C,TB,6/24/20,0,C,CH4_FID,51,0
TB_2020-06-24_0_A,TB,6/24/20,0,A,CO2_TCD,2512,
TB_2020-06-24_0_B,TB,6/24/20,0,B,CO2_TCD,2468,
TB_2020-06-24_0_C,TB,6/24/20,0,C,CO2_TCD,2467,
TB_2020-06-24_0_A,TB,6/24/20,0,A,N2O_ECD,0,
TB_2020-06-24_0_B,TB,6/24/20,0,B,N2O_ECD,0,
TB_2020-06-24_0_C,TB,6/24/20,0,C,N2O_ECD,0,
TB_2020-06-24_3_A,TB,6/24/20,3,A,CH4_TCD,4685,
TB_2020-06-24_3_B,TB,6/24/20,3,B,CH4_TCD,4589,
TB_2020-06-24_3_C,TB,6/24/20,3,C,CH4_TCD,4833,
TB_2020-06-24_3_A,TB,6/24/20,3,A,CO2_TCD,9747,
TB_2020-06-24_3_B,TB,6/24/20,3,B,CO2_TCD,9650,
TB_2020-06-24_3_C,TB,6/24/20,3,C,CO2_TCD,9867,
TB_2020-06-24_3_A,TB,6/24/20,3,A,N2O_ECD,0,
TB_2020-06-24_3_B,TB,6/24/20,3,B,N2O_ECD,0,
TB_2020-06-24_3_C,TB,6/24/20,3,C,N2O_ECD,0,
TB_2020-06-24_5_A,TB,6/24/20,5,A,CH4_TCD,6085,
TB_2020-06-24_5_B,TB,6/24/20,5,B,CH4_TCD,6004,
TB_2020-06-24_5_C,TB,6/24/20,5,C,CH4_TCD,6026,
TB_2020-06-24_5_A,TB,6/24/20,5,A,CO2_TCD,10017,
